Ad asset report
"December 8, 2025 - January 6, 2026"
Conversion action,Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Clicks,CTR,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Campaign ID,Ad group ID,Item ID,Policy details,Ad group,Campaign,Phone calls,Phone impr.,PTR
Wright's - GA4 (web) unbounce_submission,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751660,, --,County: Collier - Window,0,0,0
Local actions - Directions,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751660,, --,County: Collier - Window,0,0,0
Unbounce Form - Google Ads,Enabled,Reduce Insurance Costs,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556945,, --,County: Broward - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Impact Patio Doors
https://wrightsimpactwindowanddoor.com/impact-doors/patio-doors/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,83184641965,, --,County: Broward - Door,0,0,0
Local actions - Directions,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,83186681062,, --,County: Palm Beach & Hendry - Door,0,0,0
Lead form - Submit,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751744,, --,County: Lee - Door,0,0,0
Local actions - Other engagements,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751744,, --,County: Lee - Door,0,0,0
MCFX - Sale,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751744,, --,County: Lee - Door,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/13592976908073952127,Image,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,176495194934,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) ctm_phone_call,Enabled,https://tpc.googlesyndication.com/simgad/13592976908073952127,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194934,, --,2TON - Palm Beach - Search - Window,0,0,0
MCFX - Sale,Enabled,PACE Financing Available,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556975,, --,County: Broward - Window,0,0,0
MCFX - SQL,Enabled,PACE Financing Available,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556975,, --,County: Broward - Window,0,0,0
Stream - Request an Estimate - Google Ads,Enabled,https://tpc.googlesyndication.com/simgad/13592976908073952127,Image,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,176495194934,, --,2TON - West Coast - Search - Window,0,0,0
Calls From Ads,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751294,, --,Branded - Search,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751294,, --,Branded - Search,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/17008364665466631797,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,53334725469,, --,Branded - Search,0,0,0
Local actions - Website visits,Paused,"Reviews
Hurricane Impact Window Reviews
Florida Reviews
https://wrightsimpactwindowanddoor.com/testimonials/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751657,, --,County: Broward - Door,0,0,0
Local actions - Website visits,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,83186681062,, --,County: Palm Beach & Hendry - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,"Reviews
Hurricane Impact Window Reviews
Florida Reviews
https://wrightsimpactwindowanddoor.com/testimonials/?_location=bc",Sitelink,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067095171,0,23811751657,, --,County: Broward - Door Unbounce Landing Page vs. Website - Broward Door - WFX,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071155,0,23811751324,Consumer Finance (Not restricted), --,County: Miami-Dade - Window,0,0,0
Local actions - Other engagements,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194949,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194949,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,Security in Hurricanes,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556948,, --, --,0,0,0
Unbounce Click to Call (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,Intruder Protection,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556942,, --, --,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,Intruder Protection,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.50,0, --,65.00,0,0,130.00,0.50,65.00,130.00,0,0,23852556942,, --, --,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Custom Windows
https://wrightsimpactwindowanddoor.com/impact-windows/custom-windows/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,83243249316,, --,County: Lee - Window,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,176495194949,, --,2TON - West Coast - Search - Doors,0,0,0
Unbounce Form - Google Ads,Enabled,Protect Your Home,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556966,, --,County: Broward - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,23811751729,, --,County: Collier - Door,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751672,, --,County: Broward - Door,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,176495194949,, --,2TON - Palm Beach - Search - Door,0,0,0
Local actions - Other engagements,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,176495194949,, --,2TON - Broward - Search - Windows,0,0,0
CHEQ for PPC - Invalid Users,Paused,Intruder Protection,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556942,, --, --,0,0,0
Calls From Ads,Enabled,Intruder Protection,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556942,, --,County: Broward - Window,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/1930284694778890470,Image,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,176495194949,, --,2TON - West Coast - Search - Window,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,Security in Hurricanes,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556948,, --,Branded - Search,0,0,0
MCFX - SQL,Enabled,Intruder Protection,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556942,, --,Branded - Search,0,0,0
Local actions - Directions,Enabled,https://tpc.googlesyndication.com/simgad/12159911699143393304,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,131110856782,, --,2TON - Palm Beach - Search - Window,0,0,0
Calls From Ads,Enabled,(954) 280-9700,Call,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 9:07 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22163191366,0,180722459635,, --,2TON - Broward - Search - Door,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/17346260253647930624,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,176495194940,, --,2TON - Palm Beach - Search - Door,0,0,0
YouTube follow-on views,Paused,"Impact Doors
Secure, Stylish Impact Doors
Custom Options Available
https://wrightsimpactwindowanddoor.com/doors/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22667208646,0,245452818169,, --,2TON - Video Conversion,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,Increase Your Home Value,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556951,, --, --,0,0,0
Wright's - GA4 (web) estimate_form,Enabled,https://tpc.googlesyndication.com/simgad/15042473910962333463,Image,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,176495194937,, --,2TON - West Coast - Search - Doors,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,23811751534,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,23811751534,, --,2TON - West Coast - Search - Doors,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/17346260253647930624,Image,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,176495194940,, --,2TON - West Coast - Search - Doors,0,0,0
ctm_call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,23811751534,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) ctm_phone_call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,23811751534,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,23811751534,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) estimate_form,Enabled,https://tpc.googlesyndication.com/simgad/17346260253647930624,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194940,, --,2TON - Palm Beach - Search - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,83205471527,, --,County: Palm Beach & Hendry - Window,0,0,0
Stream - Request an Estimate - Google Ads,Enabled,Increase Your Home Value,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,23852556951,, --,County: Broward - Window,0,0,0
Unbounce Form - Google Ads,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,83183708314,, --,County: Collier - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,83183708314,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/17346260253647930624,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,176495194940,, --,2TON - Palm Beach - Search - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=tb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,11198382655,0,23811751522,, --,County: Greater Tampa Area - Windows,0,0,0
Local actions - Directions,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23811751597,, --,County: Martin/Lucie - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=bc",Sitelink,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067095171,0,23811751519,, --,County: Broward - Door Unbounce Landing Page vs. Website - Broward Door - WFX,0,0,0
Local actions - Directions,Enabled,https://tpc.googlesyndication.com/simgad/12377822373533621863,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,176495194946,, --,2TON - Palm Beach - Search - Door,0,0,0
ctm_call,Paused,"Our Process
How We Install Impact Windows.
Step-By-Step Window Installation.
https://wrightsimpactwindowanddoor.com/the-wright-way-installation/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,125390161137,, --,2TON - Broward - Search - Windows,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Our Process
How We Install Impact Windows.
Step-By-Step Window Installation.
https://wrightsimpactwindowanddoor.com/the-wright-way-installation/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,125390161137,, --,2TON - Broward - Search - Windows,0,0,0
Wright's - GA4 (web) estimate_form,Paused,Withstand 200+ MPH Winds,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556978,, --, --,0,0,0
ctm_call,Paused,Withstand 200+ MPH Winds,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556978,, --, --,0,0,0
Local actions - Website visits,Paused,"Our Process
How We Install Impact Windows.
Step-By-Step Window Installation.
https://wrightsimpactwindowanddoor.com/the-wright-way-installation/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,125390161137,, --,2TON - Palm Beach - Search - Window,0,0,0
MCFX - Sale,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751798,Consumer Finance (Not restricted), --,County: Palm Beach & Hendry - Window,0,0,0
ctm_call_adextension,Paused,"Our Process
How We Install Impact Windows.
Step-By-Step Window Installation.
https://wrightsimpactwindowanddoor.com/the-wright-way-installation/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,125390161137,, --,2TON - West Coast - Search - Window,0,0,0
